title,year,duration,rating,country,poster,genres,tags,imdb_score,rt_score,synopsis,services
Love Games,2016,114.0,,India,https://img.reelgood.com/content/movie/69350558-4a98-402d-8e24-870332a6ca5b/poster-780.jpg,"Romance, Mystery, Thriller",Mature,4.3,,A pair of nymphomaniacs compete in seducing couples to sleep with them.,"{""reelgood"": ""love-games-2016"", ""amazon"": ""B06X3Y831Q""}"
"Love, Gilda",2018,84.0,,,https://img.reelgood.com/content/movie/f09d6b39-4ed1-4f99-8757-59952c2d8b94/poster-780.jpg,Documentary,Female Director,7.4,89%,"Diaries, audiotapes, videotapes and testimonies from friends and colleagues offer insight into the life and career of Gilda Radner -- the beloved comic and actress who became an icon on Saturday Night Live.","{""reelgood"": ""love-gilda-2018"", ""hulu"": ""6529b3ee-7a33-4f25-9b21-0e924886236f""}"
Love Hunter,2014,86.0,,,https://img.reelgood.com/content/movie/3bb19d95-f7c8-4050-abe0-212e777b0165/poster-780.jpg,Drama,,7.7,83%,"Milan, a former Serbian rock star, takes us on a bumpy ride as he rides all over NYC picking up a motley crew of passengers to scramble money for his recording. When his bass player quits, he has to sift through New York musicians until he finds a promising replacement - and a romantic spark in a free-spirited female bassist. Just as the rehearsals start picking up steam, Milan's longtime Serbian girlfriend arrives with very different plans for their future.","{""reelgood"": ""love-hunter-2014"", ""amazon"": ""B00UST2C22""}"
Love Hurts,1990,106.0,18+ (R),,https://img.reelgood.com/content/movie/ef22e3b6-dd47-4660-8117-2d554d30420e/poster-780.jpg,"Comedy, Drama",,5.6,,The story of Paul Weaver and his strained relationships with women and his family.,"{""reelgood"": ""love-hurts-1990"", ""amazon"": ""B07RH99F22""}"
Love Hurts,2009,95.0,13+ (PG-13),America,https://img.reelgood.com/content/movie/437e3a43-7a60-4e88-9bad-e31be6795a4a/poster-780.jpg,"Comedy, Romance","Psychology, Feel-good",5.6,29%,"After his wife leaves him, middle-aged Ben Bingham slips into a funk and refuses to change out of his pajamas. Justin, Ben's 17-year-old son, has the cure for what ails his depressed dad: he gives Ben a makeover and pushes him out into the singles scene. Soon Ben is the most popular guy in town, but when Justin falls in love for the first time, Ben must refocus his priorities and set about trying to win back his wife.","{""reelgood"": ""love-hurts-2009"", ""amazon"": ""B078ZLQ9QT""}"
Love & I Had A Fight,2013,19.0,18+ (R),,https://img.reelgood.com/content/movie/58beeaf7-9fee-420e-b45f-ffbcd685b97a/poster-780.jpg,"Drama, Romance",,,,"'Love & I Had A Fight' follows James on his self-medicated, suicidal journey induced by a series of failed relationships. Over the course of 24 hours, James goes on a hallucinogenic trip that brings him face-to-face with the moments that broke his heart, his soul, and ultimately his will to live.","{""reelgood"": ""love-i-had-a-fight-2013"", ""amazon"": ""B07Z44K41V""}"
Love in a Puff,2010,104.0,,,https://img.reelgood.com/content/movie/99b7cc67-7777-4ca5-8f14-24cda41b0c32/poster-780.jpg,"Comedy, Drama, Romance",,7.2,,"Jimmy is a mild mannered advertising executive in his twenties. While smoking in an alley packed with booming loudmouth co-workers and sharing explicit gossips and horror stories, he befriends a misfit cosmetics salesgirl Cherie who also likes to light up. An awkward romance soon blossoms amidst the anxiety of their nicotine rush. As they become more attached to each other, they also find themselves moving farther away from their regular hot pot pack into their own private alley, where their conversations suggest more emotional depths, covering the collision of reality and delightfully trivial matters of the bizarre people around them.","{""reelgood"": ""love-in-a-puff-2010"", ""netflix"": ""70142792""}"
Love in High Gear,1932,66.0,,,https://img.reelgood.com/content/movie/3df959bb-76b5-4153-9c5c-a470a53a4793/poster-780.jpg,"Comedy, Romance",,5.6,,"A young couple making plans to elope are overheard by a jewel thief, who sees a chance to turn the situation to his advantage.","{""reelgood"": ""love-in-high-gear-1932"", ""amazon"": ""B004P14ZRE""}"
Love in Pawn,1953,90.0,,,https://img.reelgood.com/content/movie/0f94e05b-9987-491c-bbab-c0930e9e0f95/poster-780.jpg,Comedy,,6,,"A British comedy about a struggling artist and his wife living on a houseboat. To raise money she pawns him! His new family takes a liking to him particularly the daughter! The wife tries to redeem her husband but finds she has lost the pawn ticket. In a short matter of time, the whole incident becomes a national sensation. Eventually, the husband arrives back at the houseboat just in time to prevent the wife from leaving him.","{""reelgood"": ""love-in-pawn-1953"", ""amazon"": ""B07JH6BP13""}"
Love in the Nick of Tyme,2009,125.0,,,https://img.reelgood.com/content/movie/e6636bdf-37d4-4f44-a05a-3a3667e24b75/poster-780.jpg,"Comedy, Drama, Musical, Romance",Music,6.2,,"Sexy salon owner Tyme Prentice (Terry Dexter) has a problem that any woman would envy: choosing between her on-again off-again boyfriend, jazz musician Marcelles Wynters (Morris Chestnut) and the handsome and charming neighborhood UPS man, Harvey (played masterfully by newcomer Andre Pitre). R&B star Avant, American Idol finalist, Trenyce Cobbins, actress Ellia English(The Jaime Foxx Show, Curb Your Enthusiasm), and C.O.C.O. Brown round out this stellar cast. With show-stopping new music by R&B songstress Vivian Green, this magical production is entertainment at its finest. For a fun-filled evening of laughter and romance, make time for David E. Talbert's Love In The Nick Of Tyme.","{""reelgood"": ""love-in-the-nick-of-tyme-2009"", ""amazon"": ""B0792268FR""}"
Love in Tokyo,1966,166.0,,,https://img.reelgood.com/content/movie/d02efd1f-9b00-426b-aeb0-bed46e0d3d91/poster-780.jpg,"Romance, Comedy, Drama",,6.9,,"Gayetridevi sends her son, Ashok to get her grandson from Japan. Gayetridevi had an elder son, who married a girl of Japanese origin without her blessings. She wants Ashok to get married to Sarita, but Ashok does not show any interest in Sarita. In Japan, Ashok meets with Asha and both fall in love. Asha's uncle wants Asha to marry Pran, but Asha does not like Pran and runs away with Ashok. Pran runs down Ashok with his car, and Ashok is hospitalized and may lose his eye-sight. Gayetridevi will soon find out which of the two girls - Asha - who she does not approve of - or Sarita, will take of her blind son.","{""reelgood"": ""love-in-tokyo-1966"", ""amazon"": ""B07MK6LRKR""}"
Love Is a Story,2015,97.0,,,https://img.reelgood.com/content/movie/f7b0cc82-a669-46d6-89b2-42061fafd443/poster-780.jpg,"Comedy, Romance",,6.2,,"Near by Christmas, in an old and charming town in Transylvania, Sebastian and Aprilia start a beautiful love story. However, nothing is as simple as it would seem. Being influenced by three men with strong personalities, Aprilia needs to find the balance between adulthood and the choices of a young girl's heart. It's Christmas time and life holds for this talented beautiful girl only the presents that she is strong enough to grab.","{""reelgood"": ""love-is-a-story-2015"", ""netflix"": ""81092767""}"
Love Island,1953,66.0,,,https://img.reelgood.com/content/movie/89ec522b-733d-472d-aa3e-771bab2ec73f/poster-780.jpg,"Comedy, Romance",,3.5,,"US-Navy pilot Lt. Richard Tabor crash-lands on a south Pacific isle called Love Island in English. Richard befriends the Balinese beauty Sarna. The bad and jealous Jaraka doesn't like their friendship, so he has Sarna's father Aryuna arrested on a vague charge. Jaraka tells Aryuna that he only will be released when his daughter marries him.","{""reelgood"": ""love-island-1953"", ""amazon"": ""B001E55VHW""}"
Love Is the Drug,2006,96.0,18+ (R),,https://img.reelgood.com/content/movie/c9b8a5aa-8832-4100-8e75-d25ae777e586/poster-780.jpg,Drama,,5.5,60%,"Jonah Brand (John Patrick Amedori) isn't necessarily the type of guy who would interest ultra-hot Sara Weller (Lizzy Caplan). But when she and her friends find out he works at a pharmacy, they charm him into their circle and gain his trust with manipulative fawning. Jonah knows he's playing with danger, but it's tough to resist the game. Daryl Hannah and D.J. Cotrona co-star in this grizzly tale of addiction and obsession.","{""reelgood"": ""love-is-the-drug-2006"", ""amazon"": ""B079KD2D6X""}"
Love is the Word,2013,102.0,,,https://img.reelgood.com/content/movie/11bf247c-b1c8-4a50-8871-ccc6b496e819/poster-780.jpg,"Drama, Romance",,6.8,,"Love is the Word is a moving, romantic and funny coming-of-age drama about the magic of first love and the misery of first lost, set in 1978: the year 'Grease' hit the big screen.","{""reelgood"": ""love-is-the-word-2013"", ""amazon"": ""B01GRF2IUG""}"
Love Is Where You Find It,2009,99.0,,,https://img.reelgood.com/content/movie/780f7be7-9442-49b7-b892-fb7c26108b86/poster-780.jpg,"Romance, Comedy",,,,"When 43 year-old Walter and 26 year-old Nadia met, he wasn't looking for her, and she wasn't looking for him. Now that they are together, nobody can believe it. At times neither can they. To Walters' friends she's a one-night stand. To Nadia's friends he's a sugar daddy. Both find themselves trying to prove to their friends that their relationship is real. While Walter struggles with the relationship because of the difference in age, Nadia embraces it wholeheartedly. Ultimately they find that they've spent so much time convincing the world that their love is true, they must now convince one another.","{""reelgood"": ""love-is-where-you-find-it-2009"", ""amazon"": ""B00I4QBI44""}"
Love Jones,1997,104.0,18+ (R),America,https://img.reelgood.com/content/movie/271cfe37-a30a-4bf4-a133-ff9cdb06c67f/poster-780.jpg,"Drama, Independent, Romance, Comedy",Mature,7.5,67%,"Darius Lovehall is a young black poet in Chicago who starts dating Nina Moseley, a beautiful and talented photographer. While trying to figure out if they've got a ""love thing"" or are just ""kicking it,"" they hang out with their friends, talking about love and sex. Then Nina tests the strength of Darius' feelings and sets a chain of romantic complications into motion.","{""reelgood"": ""love-jones-1997"", ""netflix"": ""1150871""}"
"Love, Kennedy",2017,92.0,7+ (PG),,https://img.reelgood.com/content/movie/032b1df1-6ce5-4e0e-a1df-1f2bd26d60b3/poster-780.jpg,Drama,,6.4,,"Kennedy Hansen is a funny, loving child but inexplicably she begins to fall. It takes years for the diagnosis… Juvenile Batten Disease, an extremely rare, terrible and terminal prognosis. There is no cure for Batten Disease and after living only sixteen years, Kennedy leaves behind a great legacy of love and friendship. But her story doesn't end at her death, that's when the miracles really begin. Based on a true story.","{""reelgood"": ""love-kennedy-2017"", ""amazon"": ""B077FXHFKB""}"
Love Laughs at Andy Hardy,1947,93.0,,,https://img.reelgood.com/content/movie/7e00609a-6782-45e2-b706-f0e2fc48a1a8/poster-780.jpg,"Comedy, Romance",,5.8,,The judge's (Lewis Stone) son (Mickey Rooney) goes to college after serving in the war and finds his sweetheart (Bonita Granville) is engaged to someone else.,"{""reelgood"": ""love-laughs-at-andy-hardy-1947"", ""amazon"": ""B005IVRGN0""}"
Loveless in Los Angeles,2007,95.0,18+ (R),,https://img.reelgood.com/content/movie/c0a86354-a3c3-41f7-9bc5-c39ec15993d0/poster-780.jpg,"Comedy, Independent, Romance",,4.7,,"When a womanizing, reality dating TV producer runs into his college crush, he realizes his bar-hopping, bed-hopping ways are leaving him unfulfilled so he has the only woman he ever had feelings for re-train him to become the nice guy he once was.","{""reelgood"": ""loveless-in-los-angeles-2007"", ""amazon"": ""B00OOHDSHM""}"
Love Likes Coincidences,2011,118.0,7+ (PG),,https://img.reelgood.com/content/movie/1a2e0984-f6db-48b7-8b90-660d8b73ea9a/poster-780.jpg,"Drama, Romance",,7.3,,"Year 1977, a September morning in Ankara... Yilmaz tries to rush his pregnant wife Neriman to the hospital and he crushes into Omer's car. This accident causes Omer's pregnant wife Inci, ...","{""reelgood"": ""love-likes-coincidences-2011"", ""netflix"": ""80227118""}"
Love Live! The School Idol Movie,2015,99.0,,,https://img.reelgood.com/content/movie/4b01c12f-e4df-45f8-935c-dc2616d40de7/poster-780.jpg,"Animation, Anime, Comedy",,7.1,,"The graduation of the third-year members means the end of μ's. However, the school director has received a letter regarding μ's, and the curtain of a new story for μ's has been raised.","{""reelgood"": ""love-live-the-school-idol-movie-2015"", ""amazon"": ""B07PH3RWB6""}"
Lovely Complex,2006,99.0,,Japan,https://img.reelgood.com/content/movie/210812c2-223e-4764-8e0d-849a7cc87745/poster-780.jpg,"Comedy, Romance","High School, Adaptation",6.3,,"Koizumi Risa an unusually tall high school girl, meets the ""vertically challenged"" young man Otani Atsushi. They find common ground in height anxieties and interests. Risa (Ema Fujisawa), a tall Japanese girl, gets rejected by a boy because she is taller than him. Otani (Teppei Koike), a short Japanese guy, gets rejected by a girl because he is shorter than her. Obviously these two would make the oddest of couples and would never be a good match for each other right? Well love doesn’t always follow such logic as Love Complex shows.","{""reelgood"": ""lovely-complex-2006"", ""netflix"": ""80148967""}"
"Lovely, Still",2008,92.0,7+ (PG),,https://img.reelgood.com/content/movie/fd92149d-3035-43f3-99ca-2e32ebe78331/poster-780.jpg,"Drama, Independent, Romance",,7.1,71%,A holiday fable that tells the story of an elderly man discovering love for the first time.,"{""reelgood"": ""lovely-still-2008"", ""amazon"": ""B00VXIU0KI""}"
Love Me!,2014,80.0,13+ (PG-13),,https://img.reelgood.com/content/movie/a3756d21-5947-4518-adec-0440826df5fc/poster-780.jpg,"Comedy, Drama",,5.5,,"Sarah is loud, non-conform, rude, honest and provocative. She seems invincible, but she is lonely and lost. Struggling with her daily life.","{""reelgood"": ""love-me-2014"", ""amazon"": ""B0797YHZKF""}"
Love Meet Hope,2016,90.0,,,https://img.reelgood.com/content/movie/084c35f2-bd96-4abe-8035-95a1acd02e35/poster-780.jpg,"Comedy, Drama, Fantasy",,7.2,,A grandfather's love stories enlighten a jaded man and a moonstruck girl about the realities of love.,"{""reelgood"": ""love-meet-hope"", ""amazon"": ""B075DG9N5K""}"
Love Meetings,1965,90.0,,,https://img.reelgood.com/content/movie/5639d555-7150-4cf2-828d-4d31dde7c733/poster-780.jpg,Documentary,,7.5,,"Microphone in hand, Pier Paolo Pasolini asks Italians to talk about sex: he asks children where babies come from, young and old women if they are men's equals, men and women if a woman's virginity matters, how they view homosexuals, how sex and honor connect, if divorce should be legal, and if they support closing the brothels (the Merlina Act). He periodically checks in with Alberto Moravia and Cesare Musatti. Bersani is intrusive and judgemental, prodding those who answer. The film's thesis: despite the booming post-war economy, Italians' attitudes toward sex are either rigidly Medieval (the poor and the South) or muddled and self-censoring (the bourgeoisie and the North).","{""reelgood"": ""love-meetings-1965"", ""amazon"": ""B012R1UJLY""}"
Love Ni Bhavai,2017,162.0,,,https://img.reelgood.com/content/movie/65e82f7e-16a3-40f7-863e-9fb09e2a6818/poster-780.jpg,Romance,,8.4,,A popular radio personality with an aversion to love meets two men with differing views on romance.,"{""reelgood"": ""love-ni-bhavai-2017"", ""netflix"": ""80990811""}"
Love Off the Cuff,2017,119.0,,,https://img.reelgood.com/content/movie/bcdc514c-0eb6-485a-a7aa-a1cc482653e0/poster-780.jpg,"Romance, Comedy",,6.5,100%,"Shawn Yue and Miriam Yeung reprise their popular roles as a star-crossed couple who strive to stay together happily ever after, only to find their already precarious relationship further strained, when Jimmy’s childhood friend asks him to donate sperm, and Cherie is troubled by the re-marriage of her father.","{""reelgood"": ""love-off-the-cuff-2017"", ""netflix"": ""80188596""}"
Love of My Life,2013,96.0,,,https://img.reelgood.com/content/movie/b3697eb7-2df8-4017-9965-6b80d288da44/poster-780.jpg,"Horror, Thriller, Mystery",,3.3,,A young man is held captive by a deranged surgeon and faced with the choice which can alter his life and the life of his loved ones forever.,"{""reelgood"": ""love-of-my-life-2013"", ""amazon"": ""B07L4Y3G36""}"
Love on a Leash,2011,85.0,,China,https://img.reelgood.com/content/movie/36b7c572-efa0-4eec-b74c-04280fc40196/poster-780.jpg,"Comedy, Fantasy, Drama, Romance","Dog, Supernatural, Animal, Royalty",9.4,,A dog who strives to become a man seeks a woman who will love him enough for the transformation to take place.,"{""reelgood"": ""love-on-a-leash-2011"", ""amazon"": ""B00ZJERCSA""}"
Love on Delivery,1994,100.0,,Hong Kong,https://img.reelgood.com/content/movie/eb065146-d528-4bd2-85b7-626114a89583/poster-780.jpg,"Action & Adventure, Comedy, Romance",Martial Arts,6.9,,"Ho Kam-An is a love struck dim-sum delivery boy who falls for a beautiful judo student. After being humiliated by her boyfriend, Ho Kam-An goes out and seeks the services of an aging kung-fu master who teaches him a half ass style of kung fu ""Karate Kid"" style. After actually learning how to fight using this style (much to the master's surprise) he dresses up like Garfield and beats up the boyfriend of the beautiful judo student. But he's challenged to a fight by the master's former foe. Is Ho Kam-An up to the challenge?","{""reelgood"": ""love-on-delivery-1994"", ""netflix"": ""70026792"", ""amazon"": ""B01MQFMPPA""}"
Love on Lay-Away,2005,90.0,,,https://img.reelgood.com/content/movie/adc4d919-be71-4a9c-9f62-d6398985da19/poster-780.jpg,Comedy,,7.5,,"Marla Gibbs narrates a filmed staging of playwright David E. Talbert's comedy-drama. Directed by Talbert and Leslie Small, this fly-on-the-wall production looks at the lives of three very different couples living in the same Philadelphia brownstone. A single mother can't decide between her new boyfriend and her 6-year-old son; Monique can't figure out her live-in boyfriend; and Ms. Willanetta questions her 12-year relationship.","{""reelgood"": ""love-on-lay-away-2005"", ""amazon"": ""B0791Z83JN""}"
Love per Square Foot,2018,133.0,,India,https://img.reelgood.com/content/movie/6e0f306d-7f30-4b5c-9683-5ebdea2f3373/poster-780.jpg,"Comedy, Romance",Feel-good,7.2,,"Individually, bank employees Sanjay and Karina don't earn enough to be able to buy a home, so they decide to enter into a marriage of convenience.","{""reelgood"": ""love-per-square-foot-2018"", ""netflix"": ""80227304""}"
Love & Rage,2000,100.0,18+ (R),Germany,https://img.reelgood.com/content/movie/23b4c679-db65-4126-81d4-e3f7a4cfc585/poster-780.jpg,"Drama, Mystery, Thriller, Romance","Based on Books, Psychology, Adaptation",5.1,,"Agnes MacDonnell, a strong and self-confident Englishwoman, owns a large estate on an island off the west coast of Ireland. When she begins a passionate but dangerous affair with her new estate manager, Agnes wages a desperate struggle to dominate this charismatic but destructive man.","{""reelgood"": ""love-and-rage-2000"", ""amazon"": ""B07JKQDMZL""}"
Love Ranch,2010,117.0,18+ (R),Germany,https://img.reelgood.com/content/movie/36a03491-5722-424c-a581-7f1686b259ac/poster-780.jpg,"Comedy, Drama, Romance, Biography, Sport",Sports,5.6,13%,Story of a couple that starts the first legal brothel in Nevada and a boxer they own a piece of.,"{""reelgood"": ""love-ranch-2010"", ""amazon"": ""B07QNTQLCC""}"
Loverboy,2005,84.0,18+ (R),,https://img.reelgood.com/content/movie/259c3f19-d180-497d-86e7-fa7942623cb0/poster-780.jpg,"Drama, Independent, Romance",,5.4,18%,A neglected daughter becomes a possessive mother in an emotional journey into the heart and mind of a woman who loved too much.,"{""reelgood"": ""loverboy-2005"", ""amazon"": ""B00XYKPXA0""}"
"Love, Rosie",2014,102.0,18+ (R),Germany,https://img.reelgood.com/content/movie/5712698f-f9d0-44e1-851c-7b98e19ef300/poster-780.jpg,"Comedy, Romance","Based on Books, Friendship, Adaptation, Feel-good, Teen",7.2,33%,"Since the moment they met at age 5, Rosie and Alex have been best friends, facing the highs and lows of growing up side by side. A fleeting shared moment, one missed opportunity, and the decisions that follow send their lives in completely different directions. As each navigates the complexities of life, love, and everything in between, they always find their way back to each other - but is it just friendship, or something more?  Based on Cecelia Ahern's bestselling novel, LOVE, ROSIE is a heart-warming, modern comedy-of-errors posing the ultimate question: do we really only get one shot at true love?","{""reelgood"": ""love-rosie-2014"", ""netflix"": ""80028357"", ""amazon"": ""B07VR1YCWH""}"
Love & Saucers,2017,67.0,,,https://img.reelgood.com/content/movie/d9333a26-b5c1-478a-a83f-b8f945603854/poster-780.jpg,"Documentary, Biography, Mystery, Romance, Science-Fiction",,7.4,82%,"David Huggins, a 72 year-old New Jersey man, claims to have had a lifetime of encounters with otherworldly beings—including an interspecies romance with an extra-terrestrial woman (who he lost his virginity to). He’s chronicled it all in his surreal impressionist paintings. Are his experiences dreams, hallucinations, or could they be reality?","{""reelgood"": ""love-saucers-2017"", ""amazon"": ""B079MNLZTS""}"
Love & Sex,2000,82.0,18+ (R),,https://img.reelgood.com/content/movie/1de576da-5dc5-4b39-9993-bcacffe6a012/poster-780.jpg,"Comedy, Independent, Romance, Drama",Female Director,6.2,48%,"When her rather explicit copy is rejected, magazine journalist Kate is asked by her editor to come up with an article on loving relationships instead, and to do so by the end of the day. This gets Kate thinking back over her own various experiences, and to wondering if she is in much of a position to write on the subject.","{""reelgood"": ""love-sex-2000"", ""amazon"": ""B07RH8WQY5""}"
Lovesick,2014,100.0,,,https://img.reelgood.com/content/movie/e4c8ed25-f01e-4381-bf66-f7a2e1544755/poster-780.jpg,"Comedy, Romance",,5.2,36%,"The story of Charlie Darby, who has everything going for him: a great job, friends, family, the whole package. The one thing Charlie doesn't have is love, because every time he gets close, he goes clinically insane. When he meets the perfect girl, Charlie must overcome his psychosis to claim his chance at true love.","{""reelgood"": ""lovesick-2014"", ""amazon"": ""B00T6JNJCW""}"
Love Simple,2009,85.0,,,https://img.reelgood.com/content/movie/dd9c77e1-c0ae-43ec-acb2-3701d30d2e25/poster-780.jpg,"Comedy, Romance",,5.6,,"Adam and Seta fall madly in love after meeting in a Brooklyn laundromat. She suffers from Lupus, he's stuck at home caring for his chronically ill father. Both lie through their teeth to avoid having to reveal they are anything but perfect. Eventually, their deceit unravels and they are faced with a choice: walk away or try to save the relationship. Deciding to give it one last chance, Adam and Seta reveal everything about who they really are despite the fact that they may not love one another once they know the truth.","{""reelgood"": ""love-simple-2009"", ""amazon"": ""B004UQP7JE""}"
Love's Kitchen,2011,86.0,13+ (PG-13),,https://img.reelgood.com/content/movie/e4a5b522-8ccd-4bfc-adff-5cfe6cc7cab5/poster-780.jpg,"Comedy, Drama, Romance",,5.3,19%,"Rob Haley (Dougray Scott), an up-and-coming chef and restaurateur in London, is grief-stricken when he loses his wife. With encouragement from his infamous friend and real life TV Chef Gordon Ramsay, Rob decides to spice up his life by turning a run-down country pub into a gourmet restaurant. His food catches the eye - and taste buds - of beautiful American food critic Kate Templeton (Claire Forlani) and they soon both write a recipe for love that leaves both their hearts - and their stomachs - in full.","{""reelgood"": ""loves-kitchen-2011"", ""amazon"": ""B00VXS9NVA""}"
Love So Divine,2004,105.0,,,https://img.reelgood.com/content/movie/a206f241-29a3-49a5-ad70-d5bac1866c2b/poster-780.jpg,"Comedy, Romance",,6.3,,"After getting into trouble at their seminary, seminarians Gyu-shik and Seon-dal are sent into the country for a month of service under the elderly Father Nam. Upon their arrival, Gyu-shik meets Father Nam's niece, Bong-hie, who has flown across from the United States to see her boyfriend. However, when her boyfriend ends their relationship, Bong-hie finds herself stranded at her uncle's church with nowhere else to go. At first she and Gyu-shik struggle to get along, but eventually they become attracted to one another, and Gyu-shik is forced to question his commitment to the priesthood.","{""reelgood"": ""love-so-divine-2004"", ""amazon"": ""B00B9L7OQC""}"
Lovesong,2017,85.0,,America,https://img.reelgood.com/content/movie/e32df04b-cb7a-4e6d-8adc-ac0bcc7b0d5c/poster-780.jpg,"Drama, Romance","Friendship, Female Director",6.3,83%,"Neglected by her husband, Sarah embarks on an impromptu road trip with her young daughter and her best friend, Mindy. Along the way, the dynamic between the two friends intensifies before circumstances force them apart. Years later, Sarah attempts to rebuild their intimate connection in the days before Mindy’s wedding.","{""reelgood"": ""lovesong-2017"", ""netflix"": ""80098287"", ""amazon"": ""B074TSM9SZ""}"
Love Station,2011,97.0,,,https://img.reelgood.com/content/movie/51df7577-9ec6-4df4-b660-450b6fc60fb4/poster-780.jpg,"Comedy, Romance",,5.5,,"Single coworkers at a radio station are brought together by mutual friends, but their starry-eyed notions about love may scuttle their romance.","{""reelgood"": ""love-station-2011"", ""netflix"": ""81035873""}"
Lovestruck: The Musical,2013,83.0,16+,,https://img.reelgood.com/content/movie/ec40a106-1ca4-41ce-9a17-d123d55a2790/poster-780.jpg,"Musical, Romance, Comedy, Fantasy","Female Director, Music, Teen",6.4,,"Lovestruck: The Musical: Tells the story of Harper (Jane Seymour), one of the best dancers to hit Broadway. But an injury caused her to leave the spotlight, become a choreographer, and raise her daughter, Mirabella (Sara Paxton). When Mirabella, the star of Harper's next big production, decides to quit the show to get married, her mother is determined to put a stop to the wedding and show Mirabella that she cannot give up her career for love, especially to marry playboy Marco (Alexander DiPersia).","{""reelgood"": ""lovestruck-the-musical-2013"", ""hulu"": ""21f78fea-bacc-4cc9-aa8e-4143173e2b72""}"
"Love, Surreal and Odd",2017,95.0,,,https://img.reelgood.com/content/movie/933b04b1-ecbd-4d84-9b41-020e17cd5389/poster-780.jpg,"Comedy, Romance",,5.7,,"If four couples meet at the same party, and a honey-sweet relationship begins between them, a surreal love out of nowhere - If every phase of the relationship is a situation comedy, where ...
                     »","{""reelgood"": ""love-surreal-and-odd-2017"", ""netflix"": ""81132442""}"
#LoveSwag,2015,90.0,13+ (PG-13),,https://img.reelgood.com/content/movie/45efeff9-39fb-4fad-82ba-f3aea0a34ccb/poster-780.jpg,Comedy,,5.9,,"In this risqué urban romantic comedy, Bronson is a legendary-mogul who is able to bed women at will until he develops an embarrassing medical condition that renders his mastery in the bedroom unacceptable with the ladies. On his way to getting his swagger back -- restoring his name-- and redeeming his company's respectability, will he have to run-out on the only woman eager to stay by his side and nurse him back to health?","{""reelgood"": ""loveswag-2015"", ""amazon"": ""B01M3PXHV1""}"
Love Takes Flight,1937,71.0,,,https://img.reelgood.com/content/movie/5104339f-cb75-4093-ac7b-3c2ad7c9413a/poster-780.jpg,"Action & Adventure, Drama, Romance",,6.7,,A commercial pilot romances both a Hollywood actress and a female aviator. 1937.,"{""reelgood"": ""love-takes-flight-1937"", ""amazon"": ""B000YFT0RK""}"
Love & Taxes,2017,98.0,,,https://img.reelgood.com/content/movie/2218c55a-8683-4260-a1fe-84b259518a9f/poster-780.jpg,"Comedy, Romance",,7,100%,"Love & Taxes is a riveting comic tale of seven years of tax avoidance. Following the possibly real-life exploits of Josh Kornbluth, an autobiographical monologist, Love & Taxes is a comedy that blends solo performance and scripted scenes to bring the subjective reality of the storyteller hilariously to life. A tale of procrastination, making movies and growing up, Love & Taxes is a middle-aged coming-of-age story that is also, quite possibly, the first ever pro-tax romantic comedy.","{""reelgood"": ""love-taxes-2017"", ""amazon"": ""B071Z1BJJP""}"
Love & Teleportation,2013,92.0,16+,,https://img.reelgood.com/content/movie/410dfb26-1567-420a-9c92-0cd9e76542d7/poster-780.jpg,"Romance, Science-Fiction",,5.4,,"Brian Owens was once a prominent professor of quantum mechanics until an accident stripped him of his credentials; he now teaches at a community college. In order to reclaim his stature, he is trying to build the world's first teleportation machine in his garage at night. All of this while being romantically pursued by one of the art professors at the college, avoiding the crazy old lady next door, and being harassed by the loan sharks he borrowed money from to build his machine. But his biggest problem is he can't get his machine to work.﻿","{""reelgood"": ""love-teleportation-2013"", ""amazon"": ""B00REJD60Q""}"
Love Trap,2004,95.0,,,https://img.reelgood.com/content/movie/ef0b9918-f346-4da6-963c-75fa91e2ec5d/poster-780.jpg,"Comedy, Independent, Drama, Romance, Family",,4.5,,"Law student Thijs shares a house in which every room is the HQ of constant cruising for one night stands, relationships are considered a waste of lives. Suddenly Ben, his best mate since childhood, announces he passed on his room to Susan, who brings her studly boyfriend Stef, because Ben is- getting married to heiress Talita Bekooy. Thijs now remembers his old ambition to start his own restaurant, but can't get a bank loan- until Ben recommends Thijs, the till then reluctant best man, to his in-laws-to-be as MC for the society wedding of the year, Sir is pleased to hear the extravaganza budget 'reduced' to 150,000 Euros. Then Cupid's arrow hits Thijs himself and Susan, but when the banker tells dad Bekooy he's totally inexperienced and poor, it all crumbles down. Yet the boy bravely perseveres...","{""reelgood"": ""love-trap-2004"", ""amazon"": ""B07K7XG7VK""}"
Love Triangle,2013,124.0,,America,https://img.reelgood.com/content/movie/433da323-f898-4b86-ba3d-6a1133db3e33/poster-780.jpg,"Romance, Drama, Thriller",Friendship,7,,A story about two best friends who are madly in love with the same person. How far will a person go for love? Would you kill for love?,"{""reelgood"": ""love-triangle-2013"", ""amazon"": ""B01E4HNSJ4""}"
LoveTrue,2016,82.0,,America,https://img.reelgood.com/content/movie/686c2123-90f0-4c4f-a97b-2dc5a58ccbb5/poster-780.jpg,Documentary,Female Director,6.6,78%,"From an Alaskan strip club, a Hawaiian island, and the streets of NYC—revelatory stories emerge about a deeper definition of love.","{""reelgood"": ""lovetrue-2016"", ""netflix"": ""80108613""}"
