imdb_id,title,original_title,year,rating,companies,country,language,duration,directors,writers,actors,genres,synopsis,budget,gross_us,gross_worldwide,score,votes
tt0107704,Not in My Family,,1993,,Robert Greenwald Productions,USA,English,87.0,Linda Otto,"Michael Love, Martín Salinas","Joanna Kerns, Michael Brandon, Shelley Hack",Drama,Dark memories of her father are revealed by a new mother's nightmares and depression after childbirth.,,,,5.5,125
tt0209189,Not One Less,Yi ge dou bu neng shao,1999,G,"Bejing New Picture Distribution Company, Columbia Pictures",China,Mandarin,106.0,Yimou Zhang,Xiangsheng Shi,"Minzhi Wei, Huike Zhang, Zhenda Tian",Drama,"In a remote mountain village, the teacher must leave for a month, and the mayor can find only a 13-year old girl, Wei Minzhi, to substitute. The teacher leaves one stick of chalk for each ",,592586,592586,7.7,7827
tt0151778,Not Quite an Angel,,1999,PG,Royal Oaks Entertainment Inc.,USA,English,87.0,Jerry P. Jacobs,"Steve Latshaw, Brian Rudnick","Cameron Sturn, Mallory Farrow, Cynthia Gillespie","Comedy, Family, Fantasy","Dad of two kids meets a mysterious woman/ cater who seems extraordinary and well organised, better than any mother. Kids do not have a mother and woman begins working for them as their full",,,,5.2,76
tt0042791,No Trace,,1950,Not Rated,Tempean Films,UK,English,76.0,John Gilling,"John Gilling , Robert S. Baker","Hugh Sinclair, Dinah Sheridan, John Laurie","Crime, Drama",When crime-writer Robert Southley finds his well-healed London lifestyle threatened by blackmail from a former American criminal associate he murders him. He is surprised when a Scotland ,,,,6.3,113
tt0070017,Ding tian li di,,1973,R,Great Earth Film Company,Hong Kong,Mandarin,87.0,Mu Chu,Lan Shu,"Ching Wong, Qiu Yuen, Yang Kao","Action, Drama, War","Historical movie, set during the Japanese occupation of China during WWII, in which a group of Chinese rebels tries to oust the Japanese forces from a small town. Jackie Chan is one of the ",,,,4.5,608
tt1072438,Not Since You,,2009,PG-13,"Meritage Pictures, Wonder Entertainment",USA,English,90.0,Jeff Stephenson,"Jane Kelly Kosek, Brent Laffoon","Desmond Harrington, Kathleen Robertson, Christian Kane","Drama, Romance",A romantic drama about a tight-knit group of college friends who graduated from NYU the year of 9/11 and reunite years later for a weekend wedding in Georgia. Unresolved conflicts and love ,1500000,,,5.6,1713
tt1935065,Not Suitable for Children,,2012,R,"Wild Eddie, Exit Films",Australia,English,97.0,Peter Templeman,"Michael Lucas , Peter Templeman","Ryan Kwanten, Sarah Snook, Ryan Corr","Comedy, Romance",A young playboy who learns he has one month until he becomes infertile sets out to procreate as much as possible.,AUD4500000,,495760,5.8,4775
tt0041700,Not Wanted,,1949,Not Rated,Emerald Productions Inc.,USA,English,91.0,"Elmer Clifton, Ida Lupino","Paul Jarrico , Paul Jarrico","Sally Forrest, Keefe Brasselle, Leo Penn",Drama,"After a beautiful but unsophisticated girl is seduced by a worldly piano player and gives up her out-of-wedlock baby, her guilt compels her to kidnap another child.",153000,,,6.8,346
tt1859558,Not Waving But Drowning,,2012,Not Rated,White Horse,USA,English,100.0,Devyn Waitt,Devyn Waitt,"Vanessa Ray, Megan Guinan, Lynn Cohen",Drama,"Leaving small-town life in her dust, Adele moves wide-eyed to New York City, and her best friend Sara is stuck in their boring hometown. Separate for the first time in their lives, the film",,,,6.2,299
tt2094898,Nous York,,2012,Not Rated,"Vertigo, Pathé",France,French,98.0,"Hervé Mimran, Géraldine Nakache","Hervé Mimran, Géraldine Nakache","Leïla Bekhti, Géraldine Nakache, Manu Payet","Adventure, Comedy, Drama","Thirty-somethings Michaël, Nabil and Sylvain head to New York to surprise their friend Samia on her birthday, secretly arranged with the help of another friend, Gabrielle. The two women had",5900000,,4807059,4.3,707
tt1911607,Nova Zembla,,2011,,"Eyeworks Film & TV Drama, Investment Fund Nova Zembla",Netherlands,Dutch,108.0,Reinout Oerlemans,"Hugo Heinen, Reinout Oerlemans","Robert de Hoog, Victor Reinier, Jan Decleir","Drama, History",A Dutch exploration team sets sail to find the North East passage to the Indies. The weather had other ideas for them.,,,9800919,5.8,4007
tt6164502,November,,2017,,"Homeless Bob Production, Opus Film",Estonia,Estonian,115.0,Rainer Sarnet,"Andrus Kivirähk , Rainer Sarnet","Rea Lest, Jörgen Liik, Arvo Kukumägi","Drama, Fantasy, Horror","In a poor Estonian village, a group of peasants use magic and folk remedies to survive the winter, and a young woman tries to get a young man to love her.",EUR1450000,19084,19084,7.2,2885
tt3266284,November Criminals,,2017,PG-13,"Black Bicycle Entertainment, Lotus Entertainment (I)",USA,English,107.0,Sacha Gervasi,"Steven Knight , Sacha Gervasi","Ansel Elgort, Chloë Grace Moretz, David Strathairn","Crime, Drama, Mystery","After his friend is murdered, a Washington, D.C. teenager undertakes his own investigation of the crime.",,,,5.3,7130
tt0788252,Yeolliji,,2006,,"Taewon Entertainment, White Lee Entertainment",South Korea,Korean,105.0,Seong-jung Kim,,"Ji-Woo Choi, Seong-guk Choi, Hyeon-yeong","Comedy, Drama, Romance",Now and Forever tells the emotional journey of a playboy who finds true love in his relationship with a beautiful girl he met at the hospital.,,,4291925,6.4,269
tt0114011,Now and Then,,1995,PG-13,"New Line Cinema, Moving Pictures (I)",USA,English,100.0,Lesli Linka Glatter,I. Marlene King,"Christina Ricci, Demi Moore, Rosie O'Donnell","Comedy, Drama, Romance",Four 12-year-old girls grow up together during an eventful small-town summer in 1970.,,27112329,37591674,6.8,25636
tt0099425,No Way Back,Die xue jiang nu,1990,,"Golden Harvest Company, Hatract Films Limited",Hong Kong,Mandarin,90.0,King Chu Lee,Gwing-Gai Lee,"Siu Chung Mok, Wai Lam, Philip Chan","Action, Drama",,,,,6.1,16
tt1683919,No Way Out,,2015,,"Destiny Entertainment Productions, Theatrical Media",USA,English,79.0,Hector Echavarria,Hector Echavarria,"Hector Echavarria, Danny Trejo, Estella Warren","Action, Drama","Juan de los Santos, a former undercover cop from Paraguay, once ready to take down the biggest drug cartel in Latin America, has lost everything; his wife and kids brutally murdered on a ",5000000,,,4.4,76
tt0093640,No Way Out,,1987,R,Orion Pictures,USA,English,114.0,Roger Donaldson,"Kenneth Fearing , Robert Garland","Kevin Costner, Gene Hackman, Sean Young","Action, Crime, Drama",A coverup and witchhunt occur after a politician accidentally kills his mistress.,15000000,35509515,35509515,7.1,32852
tt3342332,No Way to Live,,2016,TV-14,Modernciné,USA,English,84.0,"Nick Chakwin, David Guglielmo","Nick Chakwin, David Guglielmo","Freya Tingley, Tom Williamson, Paul Rae","Crime, Drama, Thriller","An interracial teenage couple in the 1950's American South, rob and steal to escape their oppressive town, but when violence erupts they are forced to confront their own dark secrets.",,,,5.5,171
tt2780610,No Weapon Shall Prosper,,2014,,,USA,,155.0,"Michael Lemelle, April Marcell","Michael Lemelle, April Marcell","April Marcell, Aries Marvin Uzzle, Ryan Harrington","Action, Drama, Romance",The ugly truth of domestic violence.,,,,6.1,35
tt1266029,Nowhere Boy,,2009,R,"Ecosse Films, Film4",UK,English,98.0,Sam Taylor-Johnson,Matt Greenhalgh,"Aaron Taylor-Johnson, Kristin Scott Thomas, Anne-Marie Duff","Biography, Drama, Music","A chronicle of John Lennon's first years, focused mainly in his adolescence and his relationship with his stern aunt Mimi, who raised him, and his absentee mother Julia, who re-entered his life at a crucial moment in his young life.",,1457248,6577779,7.1,33410
tt7084614,Nowhere Mind,,2018,,Haphazard Films,USA,English,105.0,Ben Nissen,Ben Nissen,"Patriac Coakley, David Scott Crawford, Andrew Graves",Thriller,Ivan uses experimental meditation to induce out-of-body experiences that might make it possible for him to escape a mysterious illness. His training takes an unexpected turn when he finds ,25000,,,4.6,196
tt3034594,Nowhere Safe,,2014,,"Gradual Elevate Media, Silver Peak Productions",USA,English,92.0,Brian Brough,"Brittany Wiscombe, Brian Brough","Natasha Henstridge, Jamie Kennedy, Danielle C. Ryan",Drama,"After two girls cruelly impersonate her online in a ""reverse cyber bullying"" plot, Ashley's reputation is ruined and she and her mother flee a growing threat to their lives. Starting over ",,,,5.6,1180
tt3807496,Now More Than Ever: The History of Chicago,,2016,,Chicago Records II,USA,English,113.0,Peter Curtis Pardini,,"Lee Loughnane, Robert Lamm, Walter Parazaider","Documentary, Biography, History",The history of legendary rock band Chicago is chronicled from their inception in 1967 all the way to the present.,,,,7.1,502
tt3757154,Now We're Alive,Et maintenant nous sommes en vie,2015,,Title Media,France,French,97.0,Thibault Arbre,Thibault Arbre,"Laure Haulet, Charles Lemaire, Victoria Oberli","Drama, Romance","As tradition requires, on his 25th birthday, Tom must choose the girl of his dreams, eyes shut, by the sound of her voice alone.",,,,6.4,37
tt8840492,Noxious,,2018,,,USA,English,132.0,Diana Riggs,Diana Riggs,"Ken Anthony II, Michael Bath, Lily Cardone",Horror,"A fatal oil spill, an explosion and toxic waste collide in the Gulf of Mexico and the results spawn a noxious mutation that terrorizes a beach community. Police sergeant (Devon Hughes)leads",,,,2.3,64
tt1615159,Nuclear Family,,2012,Not Rated,Cocksure Entertainment,USA,English,96.0,Kyle Rankin,Kyle Rankin,"Corin Nemec, Ray Wise, Danielle Harris",Sci-Fi,"Nuclear Family begins the story of a young couple, John and Lynn, who are trying to survive in the woods after what appears to be a nuclear holocaust. They stay on the move with their 11-",,,,5.2,327
tt1033492,Nuclear Hurricane,,2007,TV-MA,"ACH, Regent Productions",USA,English,88.0,Fred Olen Ray,Anna Lorenzo,"Jamie Luner, Jack Scalia, Meredith McGeachie","Action, Sci-Fi, Thriller","A ""highly sophisticated computer system"" at a nuclear power plant goes crazy. To make matters worse, it develops a capacity for reason and malice while a tropical island storm is blowing into town.",1500000,,,3.2,418
tt2215363,Futaba kara tooku hanarete,,2012,Not Rated,"Big River Films, Documentary Japan",Japan,Japanese,96.0,Atsushi Funahashi,,,Documentary,A documentary chronicling the lives of Japanese refugees displaced by the 2011 tsunami and nuclear meltdown at Fukushima Daiichi.,,4960,4960,5.9,85
tt1352388,Nude Nuns with Big Guns,,2010,Not Rated,Freak Show Entertainment,USA,English,91.0,Joseph Guzman,"Joseph Guzman, Robert James Hayes II","Asun Ortega, David Castro, Perry D'Marco","Action, Comedy, Thriller","Mentally abused, enslaved and coerced into prostitution, a left-for-dead merciless Sister will take on a mission straight from God, whacking sinners in a strictly personal, no-prisoners vigilante Holy War.",85000,,,3.9,5311
tt4470266,Numb,,2015,Not Rated,"Hope of Glory Pictures, Jenkinson/Goode Productions",Canada,English,90.0,Jason R. Goode,Andre Harden,"Jamie Bamber, Marie Avgeropoulos, Aleks Paunovic","Mystery, Thriller",When a couple in financial distress discover GPS coordinates that promise to lead to stolen gold they must partner with a pair of mysterious hitchhikers to enter the remote winter wilderness to recover the coins.,,,,5.5,2239
tt0934533,Number 13,,2006,Not Rated,British Broadcasting Corporation (BBC),UK,English,40.0,Pier Wilkie,"Justin Hopper , M.R. James","Greg Wise, Paul Freeman, David Burke","Short, Horror, Mystery","In order to authenticate some historical papers in a cathedral town, Oxbridge academic Anderson stays at a local hotel in room 12, initially disregarding the lack of a number 13 as ",,,,6.4,378
tt6985448,Number 37,Nommer 37,2018,,Gambit Films,South Africa,Afrikaans,100.0,Nosipho Dumisa,"Nosipho Dumisa, Daryne Joshua","Irshaad Ally, Ephram Gordon, Amrain Ismail-Essop",Thriller,"Entrapped in his apartment, Randal Hendricks, a recent paraplegic, is given a gift of binoculars by his devoted girlfriend, Pam. But Randal is in financial debt to Emmie, a sadistic loan ",,,102657,6.2,321
tt1921040,Numbered,,2012,,kNow Productions,Israel,Hebrew,55.0,"Dana Doron, Uriel Sinai",Dana Doron,"Ruth Bondi, Danny Chanoch, Ayal Gelles","Documentary, History","Auschwitz prisoners, both Jewish and non-Jewish, were tattooed with serial numbers, first on their chests and then their left arms. An estimated 400,000 numbers were tattooed in Auschwitz ",,,,7.3,225
tt2120112,Number Runner,,2014,,Palm Tree Productions,UK,English,90.0,Robbie Moffat,Robbie Moffat,"Jon-Paul Gates, Fernanda Romero, Martin Kove",Thriller,"A Las Vegas accountant runs off with his clients' money and waits for them to find him. Distracted by a call girl looking for a better life, he passes his final days falling in love with ",,,,6.1,34
tt4911944,Numero Zero: Alle origini del rap italiano,,2015,,"Withstand, Zenit Arti Audiovisive",Italy,Italian,90.0,Enrico Bisi,Enrico Bisi,"Jari Ivan Vella, Albertino, Alessandro Aleotti",Documentary,"In the eighties comes from overseas powerful, unstoppable, the wave of hip hop. Few years later the rap music begins to take roots in Italy with the firts album in 1990. Thus began a golden",EUR150000,,,7.5,105
tt0244109,Nuremberg Trials,Sud narodov,1946,,Tsentralnaya Studiya Dokumentalnikh Filmov (TsSDF),Soviet Union,English,58.0,"Roman Karmen, Elizaveta Svilova",Boris Gorbatov,"Francis Biddle, Henri Donnedieu de Vabres, Karl Dönitz","Documentary, War",A look at the trials of Nazi leaders.,,,,6.3,114
tt1606646,Nureyev,,2009,Not Rated,MDF Productions,Canada,English,47.0,Moze Mossanen,Moze Mossanen,"Nico Archambault, Greta Hodgkinson, Etienne Lavigne",Biography,"""Nureyev"" is based on the story of the life of the great dancer, Rudolph Nureyev. Dance and invented characters are employed to illustrate the life, passion, and tragedy of the artist.",,,,,
tt0031737,Nurse Edith Cavell,,1939,Approved,Imperadio Pictures Ltd.,USA,English,108.0,Herbert Wilcox,"Michael Hogan , Reginald Berkeley","Anna Neagle, Edna May Oliver, George Sanders","Biography, Drama, War",English nurse Edith Cavell is matron in a small private hospital in German-occupied Brussels during WWI. When the son of a recently deceased patient escapes from a German prisoner-of-war ,,,,6.5,247
tt1279955,Nurse.Fighter.Boy,,2008,Not Rated,"Canadian Film Centre (CFC), Eleven Thirteen",Canada,English,93.0,Charles Officer,"Charles Officer , Charles Officer","Clark Johnson, Karen LeBlanc, Daniyah Ysrayl",Drama,"An urban love story about the soul of a mother, the heart of a fighter, and the faith of a child.",,,,6.3,219
tt0091658,Nutcracker,,1986,G,"Hyperion Pictures, The Kushner-Locke Company",USA,English,89.0,Carroll Ballard,"Kent Stowell , Maurice Sendak","Hugh Duncan Bigney Mitchell, Vanessa Sharp, Patricia Barker","Family, Fantasy, Music","The colorful holiday classic is finally brought to the big screen, designed by famed children's story author and artist Maurice Sendak, and written for the first time to be as close as ",,781727,781727,7.1,805
tt5236900,Nuts!,,2016,Unrated,"Cartuna, Gland Power Films",USA,English,79.0,Penny Lane,Thom Stylinski,"Gene Tognacci, Andy Boswell, John Causby","Documentary, Animation","The mostly true story of Dr. John Romulus Brinkley, an eccentric genius who built an empire with his goat-testicle impotence cure and a million-watt radio station.",,44230,44230,7.2,641
tt4382650,NWA & Eazy-E: Kings of Compton,,2016,PG-13,"STS Media, VMI Worldwide",USA,English,80.0,"Mike Corbera, Andre Relis",Jonathan Terrio,"Tony A., Kim Buie, Mister Cartoon",Documentary,A brand new inside look at one of the most controversial musical acts of all time who pioneered gangsta rap and west coast hip hop featuring the testimony of those who experienced it all.,,,,7.1,72
tt1152278,NY Export: Opus Jazz,,2010,,"Bar / Suozzi Productions, Thirteen for WNET.org",USA,English,46.0,"Henry Joost, Jody Lee Lipes",Jody Lee Lipes,"Tiler Peck, Robbie Fairchild, Georgina Pazcoguin","Drama, Musical","In 1958, Jerome Robbins' ""ballet in sneakers,"" became a smash hit and toured around the world. Shot on location in NYC with the New York City Ballet dancers, NY Export: Opus Jazz re-imagines the original ballet for a whole new generation.",50000,,,7.4,88
tt3171764,Nymph,Mamula,2014,Not Rated,"Viktorija Film, Talking Wolf Productions",Serbia,English,94.0,Milan Todorovic,"Marko Backovic , Barry Keating","Kristina Klebe, Franco Nero, Natalie Burn","Drama, Fantasy, Horror",Two young American women go on a Mediterranean vacation and uncover the watery lair of a killer mermaid hidden beneath an abandoned military fortress. What was once a carefree adventure becomes a deadly fight for survival.,,,126005,4.1,2455
tt1937390,Nymphomaniac: Vol. I,,2013,Not Rated,"Zentropa Entertainments, Zentropa International Köln",Denmark,English,117.0,Lars von Trier,Lars von Trier,"Charlotte Gainsbourg, Stellan Skarsgård, Stacy Martin",Drama,A self-diagnosed nymphomaniac recounts her erotic experiences to the man who saved her after a beating.,,785896,10334503,6.9,109806
tt2382009,Nymphomaniac: Vol. II,,2013,Not Rated,"Zentropa Entertainments, Zentropa International Köln",Denmark,English,124.0,Lars von Trier,Lars von Trier,"Charlotte Gainsbourg, Stellan Skarsgård, Willem Dafoe",Drama,"The continuation of Joe's sexually dictated life delves into the darker aspects of her adulthood, obsessions and what led to her being in Seligman's care.",,327167,2227167,6.7,81345
tt0102505,N.Y.P.D. Mounted,,1991,Not Rated,"Patrick Hasburgh Productions, Orion Television",USA,English,88.0,Mark Tinker,"Patrick Hasburgh, Alfonse Ruggiero","Dennis Franz, Dan Gauthier, Cliff De Young","Action, Comedy, Crime",New York City cop becomes partners with a rodeo cowboy from Montana on the City's Mounted Police Department.,,,,6.2,86
tt0037142,Oath of Vengeance,,1944,Passed,Sigmund Neufeld Productions,USA,English,57.0,Sam Newfield,Fred Myton,"Buster Crabbe, Falcon, Al St. John",Western,"Fuzzy opens a store only to find that everyone buys on credit. The absence of cash is due to the range war between the cattlemen and the farmers started by Kinney. The Sheriff being worthless, Billy is quickly drawn into the conflict.",,,,6.3,120
tt6145764,Obey,,2018,,"Beyond Fiction, Harvest Pictures",UK,English,96.0,Jamie Jones,Jamie Jones,"Marcus Rutherford, Sophie Kennedy Clark, Michael Quartey",Drama,"As London slides towards a time of violent social unrest, on the estates of East London, a young man's life is torn apart by a love for a girl from a different place.",,,,5.3,405
tt7224496,Oblivion Verses,Los Versos del Olvido,2017,TV-MA,"House on Fire, Endorphine Production",France,Spanish,92.0,Alireza Khatami,Alireza Khatami,"Juan Margallo, Tomás del Estal, Manuel Morón",Drama,"When the elderly caretaker of a remote morgue discovers the body of a young woman killed during a protest, he embarks on a magical odyssey to give her a proper burial before the militia returns.",,,,6.5,350
tt2910274,Obvious Child,,2014,R,"Rooks Nest Entertainment, Sundial Pictures",USA,English,84.0,Gillian Robespierre,"Gillian Robespierre , Karen Maine","Jenny Slate, Jake Lacy, Gaby Hoffmann","Comedy, Drama, Romance",A twenty-something comedienne's unplanned pregnancy forces her to confront the realities of independent womanhood for the first time.,,3123963,3325417,6.8,22094
tt1550557,"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie",,2010,Not Rated,"Therapy Productions, FreshFly",USA,English,100.0,"Bud Clayman, Glenn Holsten","Bud Clayman, Scott Johnston","Bud Clayman, Jeff Bell, Maurice Benard","Documentary, Biography",Director Bud Clayman documents his struggle with OCD and Asperger's Syndrome and how it derailed his plan to become a filmmaker.,,43583,43583,6.3,166
tt8615816,Occult Angel,,2018,,Imperious Films,UK,English,66.0,Andy Roberts,,"Jack Angel, Andy Roberts",Mystery,"Beautiful, mysterious - the occult history Jack Angel uncovers in the city of Bath is astonishing. But the discoveries become increasingly creepy and disturbing - and the 'final revelation'",GBP20000,,,3.9,106
tt1671582,Occupant,,2011,TV-MA,Silverstrand Films,USA,English,86.0,Henry Miller,Jonathan Brett,"Van Hansis, Cody Horn, Thorsten Kaye",Thriller,25 year old Danny Hill's grandmother just died giving Danny the chance to move into her enormous rent controlled apartment in Manhattan. Danny must lock himself in for twelve days before he,,,,4.7,1541
tt6774786,Occupation,,2018,R,SparkeFilms History Design,Australia,English,119.0,Luke Sparke,"Luke Sparke, Felix Williamson","Dan Ewing, Temuera Morrison, Stephany Jacobsen","Action, Drama, Sci-Fi","A small group of town residents have to band together after a devastating ground invasion. As they struggle to survive, they realize they must stay one step ahead of their attackers, and work together for a chance to strike back.",,,21704,5.4,11867
tt1918987,Ocean Blues,,2011,,Fosforescente,Mexico,Spanish,,Salomón Askenazi,"Salomón Askenazi, Isabel Piquer","Isabel Piquer, Xavier Villanova, Arturo Adriano",1h 33min,Isabel is an Actress. Xavier wants to be a Director. Isabel is looking for Love. Xavier is looking for the Love of his Life. Isabel is stuck on a bad relationship. Xavier is looking for one,MXN500000,,,5.8,43
tt4506208,Ocean Driven,,2015,,,South Africa,English,,"Christopher Bertish , Adrian Charles","Adrian Charles, Andy Davis",,55min,"Chris Bertish's pursuit of paddling into giant waves culminates in the world's premier big wave surfing competition at Mavericks, in Half Moon Bay, CA. Moments after nearly drowning, Bertish takes the world by storm.",,,,6.6,14
tt0765128,Oceans,Océans,2009,G,"Galatée Films, Pathé",France,French,84.0,"Jacques Perrin, Jacques Cluzaud","Christophe Cheysson, Jacques Cluzaud","Pierce Brosnan, Jacques Perrin, Pedro Armendáriz Jr.","Documentary, Drama","An ecological drama/documentary, filmed throughout the globe. Part thriller, part meditation on the vanishing wonders of the sub-aquatic world.",80000000,19422319,145880559,7.8,8723
tt0054135,Ocean's 11,Ocean's Eleven,1960,Approved,Dorchester Productions,USA,English,127.0,Lewis Milestone,"Harry Brown , Charles Lederer","Frank Sinatra, Dean Martin, Sammy Davis Jr.","Comedy, Crime, Music",Danny Ocean gathers a group of his World War II compatriots to pull off the ultimate Las Vegas heist. Together the eleven friends plan to rob five Las Vegas casinos in one night.,2800000,,,6.6,18686
tt6215044,Oceans Rising,,2017,TV-14,"Syfy, The Asylum",USA,English,87.0,Adam Lipsius,Adam Lipsius,"Jason Tobias, Summer Spiro, DeJean Brown","Action, Adventure, Drama","A scientist builds a boat after his warnings of an Earth-destroying flood are ignored. But when it's evident the disaster will occur, those who maligned the scientist now turn to him in ",,,,2.4,1564
tt0496806,Ocean's Thirteen,,2007,PG-13,"Warner Bros., Village Roadshow Pictures",USA,English,122.0,Steven Soderbergh,"Brian Koppelman, David Levien","George Clooney, Brad Pitt, Matt Damon","Crime, Thriller","Danny Ocean rounds up the boys for a third heist, after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.",85000000,117154724,311312624,6.9,303162
tt0349903,Ocean's Twelve,,2004,PG-13,"Warner Bros., Village Roadshow Pictures",USA,English,125.0,Steven Soderbergh,"George Nolfi, George Clayton Johnson","George Clooney, Brad Pitt, Julia Roberts","Crime, Thriller",Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean's 11.,110000000,125544280,362744280,6.5,338166
