title,year,duration,rating,country,poster,genres,tags,imdb_score,rt_score,synopsis,services
The Meyerowitz Stories (New and Selected),2017,112.0,18+ (R),America,https://img.reelgood.com/content/movie/da6ae462-b573-4deb-8b10-74589f0ed8ce/poster-780.jpg,"Comedy, Drama","New York, Feel-good",6.9,93%,An estranged family gathers together in New York for an event celebrating the artistic work of their father.,"{""reelgood"": ""the-meyerowitz-stories-2017"", ""netflix"": ""80174434""}"
The Midas Touch,2013,99.0,,,https://img.reelgood.com/content/movie/595bbbad-d13d-4a68-8677-3e4208346493/poster-780.jpg,Comedy,,5,,"Successful debt collector Chiu takes pity on a group of wannabe pop starlets when he goes to collect from the agency they are signed with. Naively thinking that he can do a better job in launching their careers, Chiu takes over the company in lieu of the debt but starts to realize that he may have bitten off more than he can chew. Hoping that things might change with a more strategic approach, he hires experienced talent manager Suen but with money running low and the company on the brink of bankruptcy, a dejected Chiu is soon ready to admit that his Midas touch has run out until a Korean showbiz entity expresses interest in the girls.","{""reelgood"": ""the-midas-touch-2013"", ""netflix"": ""81036524""}"
The Midas Touch,1997,83.0,7+ (PG),Romania,https://img.reelgood.com/content/movie/b5976f28-59ee-40db-a758-5fd8d5490e0c/poster-780.jpg,"Comedy, Drama, Fantasy, Family",Medical,5.2,,"Drama about a 12-year-old boy who fantasises about having enough money to be able to cure his grandmother's serious heart condition. When he finds himself in a haunted house, the mysterious owner 'grants' him one wish - the Midas touch. The boy soon learns that it is more of a curse than a blessing when everything he touches turns into gold.","{""reelgood"": ""the-midas-touch-1997"", ""amazon"": ""B01M5G0G1U""}"
The Middle Man,2018,,,,"data:image/svg+xml;base64,PHN2ZyB3aWR0aD0iMTEiIGhlaWdodD0iMTIuNCIgeG1sbnM9Imh0dHA6Ly93d3cudzMub3JnLzIwMDAvc3ZnIj48cGF0aCBkPSJNMS43NjIuMjk4Qy44MDctLjI1Mi4wMzIuMjA4LjAzMiAxLjMwOHY5Ljc4YzAgMS4xMDguNzY4IDEuNTY0IDEuNzMgMS4wMWw4LjUzLTQuOTA0Yy45NTUtLjU1Ljk2Mi0xLjQzNyAwLTEuOTlMMS43NjEuMjk3eiIgc3Ryb2tlPSJudWxsIiBmaWxsPSIjMDgxMTE4IiBmaWxsLXJ1bGU9ImV2ZW5vZGQiLz48L3N2Zz4=",,,,,"In the streets of Detroit, the only way to survive is to be a hustler. Make a way out of no way and sometimes it's not what you know but who you know. When you need a new connect or can't find the In product you're looking for there's always someone in the streets who can...The Middle Man.Clock is that guy. But sometimes being the Middle Man u can end up in a bad shituation","{""reelgood"": ""the-middle-man-2018"", ""amazon"": ""B07BRCR7G4""}"
The Midnighters,2017,86.0,,,https://img.reelgood.com/content/movie/6e87db3c-50d4-4196-a48e-ccd960239edc/poster-780.jpg,"Crime, Drama, Horror, Thriller",,6.9,,An aging ex-con struggles to adapt to the outside world after many years in prison--and begins to build a relationship with the grown son he never knew.,"{""reelgood"": ""the-midnighters-2017"", ""amazon"": ""B07CMTJVRK""}"
The Midnight Man,2016,95.0,,Canada,https://img.reelgood.com/content/movie/4e9080d1-216d-443d-8d6e-541babae1958/poster-780.jpg,Horror,Medical,4.8,,"A girl and her friends find a game in the attic that summons a creature known as The Midnight Man, who uses their worst fears against them.","{""reelgood"": ""the-midnight-man-2016-1"", ""hulu"": ""the-midnight-man-e995c2ce-15e0-40a1-b5ed-5ee73bec179d""}"
The Midnight Meat Train,2008,98.0,18+ (R),,https://img.reelgood.com/content/movie/981784ed-8958-4953-bf5c-d55eb0e4d53f/poster-780.jpg,"Horror, Thriller, Crime, Mystery, Drama",,6.1,72%,"The photographer Leon lives with his girlfriend and waitress Maya waiting for a chance to get in the photo business. When Maya contacts their friend Jurgis, he schedules a meeting for Leon with the successful owner of arts gallery Susan Hoff; she analyzes Leon's work and asks him to improve the quality of his photos. During the night, the upset Leon decides to wander on the streets taking pictures with his camera, and he follows three punks down to the subway station; when the gang attacks a young woman, Leon defends her and the guys move on. On the next morning, Leon discovers that the woman is missing. He goes to the police station, but Detective Lynn Hadley does not give much attention to him and discredits his statement. Leon becomes obsessed to find what happened with the stranger and he watches the subway station. When he sees the elegant butcher Mahogany in the train, Leon believes he might be a murderer and stalks him everywhere, in the beginning of his journey to the darkness.","{""reelgood"": ""the-midnight-meat-train-2008"", ""amazon"": ""B001TJ121M"", ""hulu"": ""the-midnight-meat-train-75e80ef4-adec-48d4-a5c0-18edc6a93ea3""}"
The Midnight Swim,2015,84.0,,America,https://img.reelgood.com/content/movie/6d513998-ce89-4877-ae2c-e47aea555199/poster-780.jpg,"Drama, Mystery, Thriller, Horror",Female Director,5.2,86%,"Spirit Lake is unusually deep. No diver has ever managed to find the bottom. When Dr. Amelia Brooks disappears during a deep-water dive, her three daughters travel home. They find themselves unable to let go and become drawn into the mysteries of the lake.","{""reelgood"": ""the-midnight-swim-2015"", ""amazon"": ""B010FF7SBI""}"
The Midwife,2017,117.0,,Belgium,https://img.reelgood.com/content/movie/23681946-9461-434e-8354-45810b04f0a9/poster-780.jpg,Drama,"Doctor, Medical",6.7,89%,"Claire is a midwife and has devoted her life to others. At a moment when she is preoccupied by the imminent closure of the maternity clinic where she works, her life is further turned upside down when Béatrice, her father's former mistress, turns up on the scene. Béatrice is a capricious and selfish woman, Claire's exact opposite.","{""reelgood"": ""the-midwife-2017"", ""amazon"": ""B076JJZ1KY""}"
The Mighty Macs,2009,102.0,All (G),America,https://img.reelgood.com/content/movie/bcfd6b41-d88e-4a33-8045-8e2115f0e1f3/poster-780.jpg,"Drama, Sport, Action & Adventure","College, Religion, Sports",6.5,45%,"In the early 70s, Cathy Rush becomes the head basketball coach at a tiny, all-girls Catholic college. Though her team has no gym and no uniforms -- and the school itself is in danger of being sold -- Coach Rush looks to steer her girls to their first national championship.","{""reelgood"": ""the-mighty-macs-2009"", ""amazon"": ""B07RS4Y276""}"
The Mighty Peking Man,1977,90.0,13+ (PG-13),Hong Kong,https://img.reelgood.com/content/movie/ae6e9606-f20b-4e8f-990e-9f1d14438437/poster-780.jpg,"Action & Adventure, Horror, Science-Fiction, Fantasy",Animal,5.3,55%,"Word of a monster ape ten stories tall living in the Himalayas reaches fortune hunters in Hong Kong. They travel to India to capture it, but wild animals and quicksand dissuade all but Johnny, an adventurer with a broken heart. He finds the monster and discovers it's been raising a scantily-clad woman, Samantha, since she survived a plane crash years before that killed her parents. In the idyllic jungle, Johnny and Samantha fall in love. Then Johnny asks her to convince ""Utam"" to go to Hong Kong. Lu Tien, an unscrupulous promoter, takes over: Utam is in chains for freak show exhibitions. When Lu Tien assaults Samantha, Utam's protective instincts take over: havoc in Hong Kong.","{""reelgood"": ""the-mighty-peking-man-1977"", ""amazon"": ""B00V3C0ALI""}"
The Milk System,2018,90.0,,,https://img.reelgood.com/content/movie/5d0851fe-1263-40c7-a7e4-1cc44de0c70b/poster-780.jpg,Documentary,,7.1,,"Milk is Big Business. Behind the innocent appearances of the white stuff lies a multi-billion euro industry, which perhaps isn't so innocent…","{""reelgood"": ""the-milk-system-2018"", ""netflix"": ""80234791""}"
The Milky Way,1936,89.0,All (G),America,https://img.reelgood.com/content/movie/36570b21-5b29-4b12-933b-d1ef2a07977a/poster-780.jpg,Comedy,Fighting,6.6,,"Timid milkman, Burleigh Sullivan (Lloyd), somehow knocks out a boxing champ in a brawl. The fighter's manager decides to build up the milkman's reputation in a series of fixed fights and then have the champ beat him to regain his title.","{""reelgood"": ""the-milky-way-1936"", ""amazon"": ""B0032IWEX8""}"
The Milky Way,2014,93.0,,,https://img.reelgood.com/content/movie/17f669a5-bb92-4568-a8fe-4440ff8cd357/poster-780.jpg,"Documentary, Family",,7.4,,"The Milky Way is a groundbreaking breastfeeding documentary that will change the face of American motherhood. What 'Food, Inc.' did for the food industry in America, this film will do for breastfeeding in our country. It will make every viewer rethink motherhood and how we treat mothers. It is a film that will empower each woman to trust her body, her baby, and herself in her journey as a mother. It will make her laugh, cry, nod fiercely in agreement, get angry, and then get so inspired it will be impossible not to take action. This film will start a galactic revolution. Hold on and stand by.","{""reelgood"": ""the-milky-way-2014"", ""amazon"": ""B00X5FYTVI""}"
The Millionaire Tour,2012,80.0,,,https://img.reelgood.com/content/movie/b912b746-1a1e-463e-8c95-50fd3a83516d/poster-780.jpg,"Action & Adventure, Thriller, Drama, Romance",,6.4,,Impressive debut feature from writer director Inon Shampanier. A man needs to convince his kidknappers that they have got the wrong person before they deliver him to his death.,"{""reelgood"": ""the-millionaire-tour-2012"", ""amazon"": ""B07RRC19TF""}"
The Million Eyes of Sumuru,1967,80.0,,United Kingdom,https://img.reelgood.com/content/movie/7db3be91-d60e-4f42-912e-225f2318c1a6/poster-780.jpg,"Action & Adventure, Comedy, Crime","Based on Books, Military, Adaptation",3.5,,"Frankie Avalon and George Nader (that guy from ""The Robot Monster"") are a couple of wise-cracking, swingin' secret agents. Their enemy is Shirley Eaton as Su-Muru, who plans to remove all of the men who are currently in power and replace them with her army of women.","{""reelgood"": ""the-million-eyes-of-sumuru-1967"", ""amazon"": ""B077V5D8KG""}"
The Million Pound Note,1954,90.0,7+ (PG),,https://img.reelgood.com/content/movie/919185b7-9320-4a8a-9e3e-e89841932b1c/poster-780.jpg,"Comedy, Romance",,6.9,,"An impoverished American sailor is fortunate enough to be passing the house of two rich gentlemen who have conceived the crazy idea of distributing a note worth one million pounds. The sailor finds that whenever he tries to use the note to buy something, people treat him like a king and let him have whatever he likes for free. Ultimately, the money proves to be more troublesome than it is worth when it almost costs him his dignity and the woman he loves.","{""reelgood"": ""the-million-pound-note-1954"", ""amazon"": ""B07JN3J3RN""}"
The Milpitas Monster,1976,80.0,7+ (PG),,https://img.reelgood.com/content/movie/c1895965-0dd1-47fa-8472-84647d0fa0eb/poster-780.jpg,"Horror, Science-Fiction, Thriller, Action & Adventure, Comedy",,3.3,,A town is terrorised by a monster that was created by local environmental pollution.,"{""reelgood"": ""the-milpitas-monster-2017"", ""amazon"": ""B002KOQER2""}"
The MindFulness Movie,2013,69.0,,,https://img.reelgood.com/content/movie/0d08f0ec-64e4-4ee9-bb2d-7987b112fbf2/poster-780.jpg,"Documentary, Family",,7.6,,"An entertaining, secular, and educational look at the benefits of mindful practice, 'The Mindfulness Movie' brings together an unprecedented group of the world's leading neuroscientists, psychiatrists, authors, and others to decode mindfulness. First, they help to define what mindfulness is and how the concept of neuroplasticity plays into the practice. Then, they walk you through eight practical, foundational mindful lessons--like managing stress and mindful eating. Finally, meet some heartwarming veterans and teens who are using mindfulness to overcome issues like PTSD, depression, bi-polar disorder, anxiety, and everyday life stresses. Everyone, regardless of belief system or background, has something to gain from watching ' The Mindfulness Movie.'","{""reelgood"": ""the-mindfulness-movie-2013"", ""amazon"": ""B00M0I3QNS""}"
The Mind's Eye,2015,87.0,,,https://img.reelgood.com/content/movie/1ed6dde4-71d7-4dbf-8e94-a3ed44ea1668/poster-780.jpg,"Action & Adventure, Horror, Science-Fiction",,4.5,60%,The Mind’s Eye follows a drifter with telekinetic abilities who targets a doctor who is creating a synthetic telekinetic power serum.,"{""reelgood"": ""the-minds-eye-2015"", ""amazon"": ""B06Y1W31PB""}"
The Mind Snatchers,1972,94.0,7+ (PG),Denmark,https://img.reelgood.com/content/movie/c7dc1cd1-c28f-4003-b0c6-2897926858cd/poster-780.jpg,"Drama, Science-Fiction, Mystery, Thriller","Technology, Science",5.6,,A German scientist works on a way of quelling overly aggressive soldiers by developing implants that directly stimulate the pleasure centers of the brain.,"{""reelgood"": ""the-mind-snatchers-1972"", ""amazon"": ""B00C8PJ5T2""}"
The Minion,1998,95.0,18+ (R),,https://img.reelgood.com/content/movie/d4a6f1cc-e5be-493e-a1d9-43ef89792d56/poster-780.jpg,"Action & Adventure, Fantasy, Horror",,4,,"New York, Christmas Eve, 1999 - at the dawn of the new millennium - a subway construction crew unearths an eight hundred year old Celtic skeleton and a mysterious key. Archeologist Karen Goodleaf is called in to determine the meaning of the discovery. News of the discovery reaches a Middle East monastery where the warrior monks knowns as the Knights Templer - an ancient sect entrusted with protecting holy relics - choose their best pupil, Lukas (Dolph Lundgren) to face the diabolical threat. As Lukas races to New York, an evil Minion seizes Karen and uses its body like a parasite and host. Lukas arrives just in time to rescue Karen and despatch the Minion. The Minion takes hold of another host - revealing that it is immortal. As it cuts a path of destruction through the city, decimating a parking garage and leaving a trail of death, Karen realizes that the Minion can't be killed - but only delayed from finding a new host","{""reelgood"": ""the-minion-1998"", ""amazon"": ""B0713X9VCW""}"
The Mini Witch,2013,,,,https://img.reelgood.com/content/movie/8517ffd0-e2f6-4b82-b922-bb521a26ea33/poster-780.jpg,,,,,"A young and mischievous witch named Fuchsia enrolls in witch school to learn magic. Against her father's warning, Fuchsia befriends a human boy named Tommy and learns about his uncle's plans to destroy her school. It is up to Fuchsia and her new magical powers to save her town!","{""reelgood"": ""the-mini-witch-2013"", ""amazon"": ""B075849NX4""}"
"The Minotaur, the Wild Beast of Crete",1960,105.0,,Italy,https://img.reelgood.com/content/movie/3c0bf7b4-3876-4b2f-8052-61d230cdd667/poster-780.jpg,"Action & Adventure, Fantasy","Supernatural, Greece, Religion",5,,"King Minos sacrifices the 'required' virgins to the Minotaur. As his wife lies dying, she confesses that her daughter has a twin she has secreted to avoid giving one of the girls to the Minotaur. The daughter raised by Minos tries to have her twin killed, but failing in her first attempt, continues to try to have her given to the Minotaur. Theseus, the Greek hero, tries to prevent it.","{""reelgood"": ""minotaur-the-wild-beast-of-crete-1960"", ""amazon"": ""B009X3LOP0""}"
The Minus Man,1999,111.0,18+ (R),,https://img.reelgood.com/content/movie/5075b184-2265-4a1d-b24b-cbbf8d48fb6c/poster-780.jpg,"Drama, Crime, Mystery, Thriller",,6.1,60%,"The Minus Man is a 1999 film based on the novel by Lew McCreary. It was directed by Hampton Fancher, who also wrote the screenplay. The film centers on a psychotic killer whom Fancher describes as ""a cross between Psycho's Norman Bates, Melville's Billy Budd and Being There's Chauncey Gardner""","{""reelgood"": ""the-minus-man-1999"", ""amazon"": ""B003B10QH2""}"
The Miracle Kid,1941,69.0,7+ (PG),America,https://img.reelgood.com/content/movie/67700683-0016-4330-8bb0-28ebe0d4cf62/poster-780.jpg,"Comedy, Sport","Boxing, Sports",5.9,,A young boxer finds his life turned upside down when he meets with sudden success in the ring.,"{""reelgood"": ""the-miracle-kid-1941"", ""amazon"": ""B002CLZSUW""}"
The Miracle Maker,2000,90.0,All (G),Russia,https://img.reelgood.com/content/movie/7e77477c-4576-41ea-8ae2-0b5b357bc2cd/poster-780.jpg,"Animation, Biography, Drama, Family, History",Religion,7,,"A mother and father in search of help for their sick daughter cross paths with an extraordinary carpenter named Jesus, who has devoted his life to spreading God's word. An amazing miracle brings to light the true meaning of Christ, and the sacrifices he endured for the deliverance of mankind. A compelling story of faith, trust, and devotion.","{""reelgood"": ""the-miracle-maker-2000"", ""amazon"": ""B06W56HP8B""}"
The Miracle of the Cards,2001,89.0,,,https://img.reelgood.com/content/movie/fcb47367-2702-4e15-b96e-9c6e792c1ad4/poster-780.jpg,Drama,,5.1,,"""The Miracle of the Cards"" is based on the true story of Marion Shergold and her son, Craig, an eight-year-old English boy who had a brain tumor. Several events convinced Marion that God was leading her to a cure for Craig and that the get-well cards he was receiving had the power to keep him alive, so she launched a worldwide campaign to break the Guinness record for receiving the most get-well cards. At the time, the world record seemed an impossible 1,000,265, but Craig received over 350 million cards from all over the world. Against the advice of her doctors, Marion followed one of those cards to America for Craig's miraculous cure.","{""reelgood"": ""the-miracle-of-the-cards-2001"", ""amazon"": ""B07S2F4YY6""}"
The Miracle Season,2018,100.0,7+ (PG),America,https://img.reelgood.com/content/movie/d3de5152-bb6c-4975-845f-e3929479d751/poster-780.jpg,"Drama, Sport","High School, Sports",6.5,52%,"After the tragic death of star volleyball player Caroline ""Line"" Found, a team of dispirited high school girls must band together under the guidance of their tough-love coach in hopes of winning the state championship!","{""reelgood"": ""the-miracle-season-2018"", ""hulu"": ""the-miracle-season-ef17e19c-2743-4bde-93fc-6dcc88a634a1""}"
The Missing Corpse,1945,62.0,,,https://img.reelgood.com/content/movie/1a5ed2a9-bc51-457f-a0d9-2aaf88b12cf1/poster-780.jpg,"Comedy, Mystery",,5.8,,"A feud between rival newspapermen Kruger (Bromberg) and McDonald (Guilfoyle) goes deadly when blackmailing McDonald ends up murdered and his corpse planted in the trunk of Kruger's car. Good guy Kruger attempts to hide McDonald's body, with the help of chauffeur Hogan (Jenks), to keep from being charged with murder. However, zany scenarios occur as the body just won't stay hidden, and keeps on popping up in multiple places where Kruger is located, leading to him hiding the body again and again while Kruger tries to find the real killer.","{""reelgood"": ""the-missing-corpse-1945"", ""amazon"": ""B002EE80CA""}"
The Missing Link,2018,96.0,,,https://img.reelgood.com/content/movie/a0ab793a-4e71-477c-9023-9481b7b050c8/poster-780.jpg,"Comedy, LGBTQ",,4.2,,"A movie about a Gay Caveman... When an unexpected outsider arrives in their camp, a microcosmic group of cave men and women find their world turned upside down by this mysterious stranger's evolved ways. When the women decide to leave camp until they receive better treatment, the cave men must turn to the evolved stranger to help them change their ways to get their women back.","{""reelgood"": ""the-missing-link-2018"", ""amazon"": ""B07F2PFK3W""}"
The Missing Lynx,2008,97.0,7+ (PG),,https://img.reelgood.com/content/movie/95659c6e-57d3-4e21-9903-6a54385e3742/poster-780.jpg,"Animation, Action & Adventure, Comedy, Family",,5.3,,"An eccentric millionaire becomes obsessed with the idea of constructing a new Noah's Ark. He hires a hunter to kidnap untoward numbers of animals to make this happen. The group of animals amid their valiant attempt to escape from the hunter's clutches, foil his nefarious plans, and free their captured friends.","{""reelgood"": ""the-missing-lynx-2008"", ""amazon"": ""B07CYP6ZQS""}"
The Missouri Breaks,1976,126.0,7+ (PG),,https://img.reelgood.com/content/movie/e355a2a4-aa7e-4a6f-bb53-c9420380c1ab/poster-780.jpg,Drama,,6.6,76%,"Tom Logan is a horse thief. Rancher David Braxton has horses, and a daughter, worth stealing. But Braxton has just hired Lee Clayton, an infamous ""regulator"", to hunt down the horse thieves; one at a time.","{""reelgood"": ""the-missouri-breaks-1976"", ""amazon"": ""B07H28GT6W""}"
The Missouri Traveler,1958,103.0,,,https://img.reelgood.com/content/movie/0c90d5e1-b80f-4d55-921d-9f2e4ea18351/poster-780.jpg,"Drama, Family",,6.3,,"Byron Turner, a 15-year-old runaway from the Eatondale Orphan Asylum, receives a ride into the rural Missouri town of Delphi with rich land-owner Tobias Brown.","{""reelgood"": ""the-missouri-traveler-1958"", ""amazon"": ""B000YFX0E4""}"
The Mistress,2012,125.0,13+ (PG-13),Philippines,https://img.reelgood.com/content/movie/35a911ff-cdd6-49f5-aae7-c0a2eb6d80b6/poster-780.jpg,"Drama, Romance",Female Director,6.4,,"A young woman is torn between the affections of her two lovers. One is a young bachelor who brings passion into her life. The other is a married man who has kept her as his mistress for years. Architect JD has a chip on his shoulder about his father Rico never really accepting him as his son. Seamstress Sari struggles to take care of her family. The two meet by chance, and JD aggressively pursues Saris affections. Though the two are clearly a good match, there is a problem standing in the way of their bliss: Sari is the mistress of JDs father. Against his better judgment, JD continues to court Sari even after finding out this difficult fact. He hides his true identity as Ricos son, and fights to win Saris heart.","{""reelgood"": ""the-mistress-2012"", ""netflix"": ""81010872"", ""amazon"": ""B0182ZZJOQ""}"
The Mitfords: A Tale of Two Sisters,2017,44.0,,,"data:image/svg+xml;base64,PHN2ZyB3aWR0aD0iMTEiIGhlaWdodD0iMTIuNCIgeG1sbnM9Imh0dHA6Ly93d3cudzMub3JnLzIwMDAvc3ZnIj48cGF0aCBkPSJNMS43NjIuMjk4Qy44MDctLjI1Mi4wMzIuMjA4LjAzMiAxLjMwOHY5Ljc4YzAgMS4xMDguNzY4IDEuNTY0IDEuNzMgMS4wMWw4LjUzLTQuOTA0Yy45NTUtLjU1Ljk2Mi0xLjQzNyAwLTEuOTlMMS43NjEuMjk3eiIgc3Ryb2tlPSJudWxsIiBmaWxsPSIjMDgxMTE4IiBmaWxsLXJ1bGU9ImV2ZW5vZGQiLz48L3N2Zz4=",,,,,Jessica and Diana were sisters who were separated by just a few years in age. But their political ideologies couldn't have been any farther apart.,"{""reelgood"": ""the-mitfords-a-tale-of-two-sisters-2017"", ""netflix"": ""80158581""}"
The Model,2016,105.0,,Denmark,https://img.reelgood.com/content/movie/c5a649f5-d279-472b-bab4-7fa94df2e0da/poster-780.jpg,Drama,Fashion,5.8,71%,"When emerging fashion model Emma gets a chance to pursue her dream of becoming an international top model, she leaves her everyday life in Denmark behind, and moves to Paris. At a photo shoot in her new hometown, she meets the attractive photographer Shane White and they fall in love. But their relationship soon turns into a dangerous obsession for Emma.","{""reelgood"": ""the-model-2016"", ""netflix"": ""80105691""}"
The Molly Maguires,1970,124.0,7+ (PG),America,https://img.reelgood.com/content/movie/83115fff-197c-4fe6-a6f2-68e090bf5022/poster-780.jpg,"Drama, History","Adaptation, Based On True Story",6.9,89%,"Life is rough in the coal mines of 1876 Pennsylvania. A secret group of Irish emigrant miners, known as the Molly Maguires, fights against the cruelty of the mining company with sabotage and murder. A detective, also an Irish emigrant, is hired to infiltrate the group and report on its members. But on which side do his sympathies lie?","{""reelgood"": ""the-molly-maguires-1970"", ""amazon"": ""B07VWS3G1N""}"
The Moment,2013,90.0,,America,https://img.reelgood.com/content/movie/f42af915-064d-46c5-a3a5-2d8b334112ab/poster-780.jpg,"Thriller, Drama, Mystery","Female Director, Doctor, Psychology, Medical",4.9,11%,"Fearing she may be responsible, a mental patient (Jennifer Jason Leigh) tries to unravel the mystery behind her ex-lover's (Martin Henderson) disappearance.","{""reelgood"": ""the-moment-2013"", ""amazon"": ""B00LM4UGNE""}"
The Money,1976,88.0,18+ (R),,https://img.reelgood.com/content/movie/8db1092b-19df-428c-b8f3-f0dec66e1e5a/poster-780.jpg,Drama,,5.4,,The Money is a Drama starring Danny DeVito,"{""reelgood"": ""the-money-1976"", ""amazon"": ""B01IH7QUAG""}"
The Monkey Hustle,1976,90.0,7+ (PG),,https://img.reelgood.com/content/movie/d19f8261-2a29-462e-a907-d3a32bd50057/poster-780.jpg,"Action & Adventure, Comedy, Drama",,5.2,,"A new highway threatens a Chicago neighborhood, so to protest the residents throw a block party.","{""reelgood"": ""the-monkey-hustle-1976"", ""amazon"": ""B000VHXBIK""}"
The Monkey King,2014,119.0,13+ (PG-13),China,https://img.reelgood.com/content/movie/fe84dcce-b255-4800-9aeb-50c21a2fd80f/poster-780.jpg,"Action & Adventure, Family","Based on Books, Religion, Adaptation",4.9,,"Sun Wukong is a monkey born from a heavenly stone who acquires supernatural powers. After rebelling against heaven and being imprisoned under a mountain for 500 years, he later accompanies the monk Xuanzang on a journey to India. Thus, according to legend, Buddhism is brought to ancient China.","{""reelgood"": ""the-monkey-king-2014"", ""amazon"": ""B01B70SK62""}"
The Monkey King,1963,106.0,,,https://img.reelgood.com/content/movie/5d367a73-fbf1-444a-a26c-3d3b55264ff4/poster-780.jpg,"Animation, Family, Fantasy, Action & Adventure",,8.1,,"Havoc in Heaven, also known as Uproar in Heaven, is a Chinese animated feature film directed by Wan Laiming and produced by all four of the Wan brothers. The film was created at the height of the Chinese animation industry in the 1960s, and received numerous awards. It earned the brothers domestic and international recognition. The stylized animation and drums and percussion accompaniment used in this film are heavily influenced by Beijing Opera traditions.","{""reelgood"": ""the-monkey-king-1964"", ""amazon"": ""B01A9MHSP8""}"
The Monkey King 3,2018,114.0,7+ (PG),China,https://img.reelgood.com/content/movie/90a6e16c-b72e-408e-8283-12e484863ed9/poster-780.jpg,"Action & Adventure, Fantasy","Disaster, Supernatural, Religion",5.4,33%,"The third installment of the blockbuster fantasy series sees the return of the Monkey King (Aaron Kwok) in his most action-packed adventure yet! While continuing their epic journey to the West, the Monkey King and his companions are taken captive by the Queen of an all-female land, who believes them to be part of an ancient prophecy heralding the fall of her kingdom. With a lot of sorcery and a little bit of charm, the travelers devise a plan to escape. But when their trickery angers the mighty River God, they realize they might just bring about the foretold destruction - unless they can find a way to quell her wrath.","{""reelgood"": ""the-monkey-king-3-2017"", ""hulu"": ""the-monkey-king-3-df4c72d8-b637-4c8f-8d45-d8994e7a6c26""}"
The Monkey's Paw,2013,88.0,,,https://img.reelgood.com/content/movie/402f8661-6722-444d-b97d-e7a81ae66638/poster-780.jpg,"Horror, Thriller, Mystery",,4.5,,"After Jake Tilton is given a mystical ""monkey's paw"" talisman that grants its possessor three wishes, he finds his world turned upside down after his first two wishes result in his malevolent coworker, Tony Cobb, being resurrected from the dead. When Cobb pressures Jake into using the final wish to reunite Cobb with his son, his intimidation quickly escalates into relentless murder - forcing Jake to outwit his psychotic friend and save his remaining loved ones.","{""reelgood"": ""the-monkeys-paw-2013"", ""amazon"": ""B07J5S678Q""}"
The Monster,2016,91.0,18+ (R),America,https://img.reelgood.com/content/movie/bada5faa-7d1d-453b-b412-3c41864ef641/poster-780.jpg,"Drama, Fantasy, Horror","Car, Monster, Supernatural",5.4,80%,A mother and her 10-year old daughter are trapped in a forest. There is something in this forest. Something unlike anything they have heard before. Something that lurks in the darkness and it’s coming after them.,"{""reelgood"": ""the-monster-2016"", ""netflix"": ""80150242"", ""amazon"": ""B07542ZWL4""}"
The Monster Club,1981,104.0,,United Kingdom,https://img.reelgood.com/content/movie/fd79afa1-e02e-40e4-9b8b-235e06ee406c/poster-780.jpg,"Comedy, Independent, Horror","Based on Books, Monster, Vampire, Supernatural, Ghost, Adaptation, Mature",5.9,75%,"A writer of horror stories is invited to a ""monster club"" by a mysterious old gentleman. There, three gruesome stories are told to him; between each story some musicians play their songs. In the end, it's recognized he's the greatest monster of all ...","{""reelgood"": ""the-monster-club-1981"", ""amazon"": ""B077S3MD48""}"
The Monster of Mangatiti,2015,70.0,,,https://img.reelgood.com/content/movie/068d66ee-299c-4955-a0ce-3c229ba439e3/poster-780.jpg,"Drama, Documentary, Biography, Crime",,6.2,,"When 19 year old Heather Walsh accepts a job on a farm in the Mangatiti Valley, she has no idea paradise will become a nightmare. This true New Zealand story tells of Heather's horrific ordeal.","{""reelgood"": ""the-monster-of-mangatiti-2015"", ""netflix"": ""80085567""}"
The Monster of Phantom Lake,2006,97.0,,,https://img.reelgood.com/content/movie/0fc6bde6-057b-46c3-b4a0-4704ee82075e/poster-780.jpg,"Comedy, Horror, Science-Fiction",Police,5.6,,A mutated monster terrorizes campers in the woods of 1950's Wisconsin.,"{""reelgood"": ""the-monster-of-phantom-lake-2006"", ""amazon"": ""B00AHHD1N4""}"
The Monster Project,2017,98.0,,America,https://img.reelgood.com/content/movie/e58744bd-c241-4d47-9aa7-bee834a7630d/poster-780.jpg,"Action & Adventure, Horror, Fantasy, Thriller","Vampire, Supernatural",4.4,60%,"When aspiring horror filmmakers post an online casting call looking for ""real life"" monsters to interview for their upcoming documentary called, The Monster Project, they find three individuals claiming to be a skin-walker, a vampire, and a demon. Meeting these monsters at a remote mansion in the woods on the night of a total lunar eclipse, the filmmakers invite the three subjects to share their haunting, personal experiences. Working on the crew is a recovering drug addict who suffers withdrawal and paranoia. As a person of faith, he fears his friends underestimate the dark powers they are summoning. When the interviews turn deadly, he must battle the demons, inside and out, to escape the house and defeat the rise of evil incarnate.","{""reelgood"": ""the-monster-project-2017"", ""amazon"": ""B074XD33S9""}"
